Date,Category,Description,Amount,Payment_Method,Merchant
2024-10-12,Shopping,Amazon Electronics,1793.63,Credit Card,Amazon Store
2024-10-12,Food & Dining,Subway Lunch,2358.03,Credit Card,Subway Store
2024-10-12,Food & Dining,Chipotle Bowl,865.69,Debit Card,Chipotle Store
2024-10-12,Transportation,Uber Ride,1405.19,Debit Card,Uber Store
2024-10-12,Transportation,City Parking Meter,1260.77,Cash,City Store
2024-10-12,Food & Dining,Chipotle Bowl,1168.64,Credit Card,Chipotle Store
2024-10-13,Transportation,Metro Monthly Pass,3479.36,Debit Card,Metro Store
2024-10-13,Groceries,Target Groceries,12513.08,Credit Card,Target Store
2024-10-14,Transportation,City Parking Meter,3883.57,Upi / Net Banking,City Store
2024-10-14,Food & Dining,Subway Lunch,1763.75,Cash,Subway Store
2024-10-15,Utilities,Electric & Water Utility Bill,10457.17,Credit Card,City Power & Water
2024-10-15,Groceries,Target Groceries,11966.94,Upi / Net Banking,Target Store
2024-10-15,Food & Dining,Local Diner Dinner,2940.69,Upi / Net Banking,Local Store
2024-10-15,Food & Dining,Bakery Snacks,976.91,Debit Card,Bakery Store
2024-10-15,Transportation,City Parking Meter,3663.62,Credit Card,City Store
2024-10-15,Shopping,Bookstore Purchase,9637.13,Debit Card,Bookstore Store
2024-10-15,Food & Dining,Local Diner Dinner,2414.47,Debit Card,Local Store
2024-10-16,Transportation,City Parking Meter,4933.52,Cash,City Store
2024-10-17,Healthcare,CVS Pharmacy Medicines,5378.4,Credit Card,CVS Store
2024-10-18,Food & Dining,Chipotle Bowl,1417.64,Credit Card,Chipotle Store
2024-10-18,Transportation,Uber Ride,1996.15,Credit Card,Uber Store
2024-10-19,Food & Dining,Chipotle Bowl,1708.14,Upi / Net Banking,Chipotle Store
2024-10-19,Food & Dining,Starbucks Coffee,1515.58,Credit Card,Starbucks Store
2024-10-20,Shopping,Bookstore Purchase,5501.24,Upi / Net Banking,Bookstore Store
2024-10-20,Food & Dining,Bakery Snacks,1003.47,Cash,Bakery Store
2024-10-20,Groceries,Target Groceries,4365.8,Debit Card,Target Store
2024-10-21,Transportation,City Parking Meter,3794.76,Cash,City Store
2024-10-22,Food & Dining,Chipotle Bowl,2580.47,Credit Card,Chipotle Store
2024-10-24,Groceries,Target Groceries,14094.23,Debit Card,Target Store
2024-10-25,Food & Dining,Chipotle Bowl,1725.57,Upi / Net Banking,Chipotle Store
2024-10-26,Groceries,Trader Joes Groceries,3147.36,Upi / Net Banking,Trader Store
2024-10-26,Transportation,Uber Ride,3005.43,Debit Card,Uber Store
2024-10-27,Groceries,Whole Foods Market,5452.27,Upi / Net Banking,Whole Store
2024-10-27,Healthcare,Vision Clinic Eyeglasses,1625.97,Credit Card,Vision Store
2024-10-27,Groceries,Target Groceries,11093.78,Debit Card,Target Store
2024-10-27,Transportation,City Parking Meter,1143.74,Cash,City Store
2024-10-28,Food & Dining,Bakery Snacks,2421.11,Cash,Bakery Store
2024-10-28,Food & Dining,Subway Lunch,783.52,Debit Card,Subway Store
2024-10-28,Groceries,Target Groceries,10765.93,Upi / Net Banking,Target Store
2024-10-29,Groceries,Whole Foods Market,5648.15,Upi / Net Banking,Whole Store
2024-10-29,Shopping,Clothing Purchase,5548.55,Credit Card,Clothing Store
2024-10-29,Food & Dining,Subway Lunch,2997.96,Debit Card,Subway Store
2024-10-29,Food & Dining,Bakery Snacks,2568.85,Debit Card,Bakery Store
2024-10-29,Transportation,Uber Ride,1746.32,Debit Card,Uber Store
2024-10-29,Food & Dining,Local Diner Dinner,2328.15,Cash,Local Store
2024-10-29,Food & Dining,Bakery Snacks,1713.95,Debit Card,Bakery Store
2024-10-29,Food & Dining,Starbucks Coffee,1948.01,Cash,Starbucks Store
2024-10-30,Shopping,Bookstore Purchase,4036.29,Credit Card,Bookstore Store
2024-10-30,Groceries,Walmart Supercenter,5764.35,Upi / Net Banking,Walmart Store
2024-10-31,Groceries,Target Groceries,10300.3,Upi / Net Banking,Target Store
2024-10-31,Transportation,Metro Monthly Pass,2353.88,Credit Card,Metro Store
2024-10-31,Groceries,Walmart Supercenter,11101.25,Upi / Net Banking,Walmart Store
2024-11-01,Housing & Rent,Monthly Apartment Rent,106651.68,Upi / Net Banking,Oakridge Apartments
2024-11-02,Healthcare,Vision Clinic Eyeglasses,6462.38,Debit Card,Vision Store
2024-11-03,Food & Dining,Starbucks Coffee,2242.66,Cash,Starbucks Store
2024-11-04,Food & Dining,Subway Lunch,3471.89,Debit Card,Subway Store
2024-11-04,Food & Dining,Starbucks Coffee,1295.63,Credit Card,Starbucks Store
2024-11-04,Food & Dining,Chipotle Bowl,2331.47,Debit Card,Chipotle Store
2024-11-05,Food & Dining,Chipotle Bowl,1230.06,Credit Card,Chipotle Store
2024-11-05,Entertainment,Fiber Internet & Streaming Subscription,5389.19,Credit Card,NetSpeed Telecom
2024-11-05,Groceries,Whole Foods Market,2972.23,Upi / Net Banking,Whole Store
2024-11-06,Transportation,Gas Station Refill,5040.59,Upi / Net Banking,Gas Store
2024-11-07,Food & Dining,Starbucks Coffee,1350.41,Debit Card,Starbucks Store
2024-11-08,Groceries,Target Groceries,7079.9,Credit Card,Target Store
2024-11-08,Transportation,City Parking Meter,2313.21,Credit Card,City Store
2024-11-08,Healthcare,Dental Checkup,7394.47,Credit Card,Dental Store
2024-11-09,Transportation,City Parking Meter,3350.71,Credit Card,City Store
2024-11-09,Groceries,Trader Joes Groceries,8160.56,Upi / Net Banking,Trader Store
2024-11-10,Food & Dining,Starbucks Coffee,1904.02,Debit Card,Starbucks Store
2024-11-10,Food & Dining,Bakery Snacks,1678.26,Credit Card,Bakery Store
2024-11-11,Food & Dining,Subway Lunch,679.77,Cash,Subway Store
2024-11-11,Groceries,Walmart Supercenter,8119.06,Credit Card,Walmart Store
2024-11-11,Transportation,Metro Monthly Pass,3814.68,Credit Card,Metro Store
2024-11-12,Food & Dining,Starbucks Coffee,2949.82,Upi / Net Banking,Starbucks Store
2024-11-12,Food & Dining,Bakery Snacks,797.63,Credit Card,Bakery Store
2024-11-12,Food & Dining,Chipotle Bowl,2420.28,Cash,Chipotle Store
2024-11-13,Food & Dining,Bakery Snacks,2582.96,Credit Card,Bakery Store
2024-11-13,Food & Dining,Starbucks Coffee,910.51,Upi / Net Banking,Starbucks Store
2024-11-14,Transportation,Gas Station Refill,1651.7,Cash,Gas Store
2024-11-14,Food & Dining,Local Diner Dinner,1222.59,Credit Card,Local Store
2024-11-15,Utilities,Electric & Water Utility Bill,13510.74,Credit Card,City Power & Water
2024-11-15,Transportation,Gas Station Refill,1088.13,Cash,Gas Store
2024-11-15,Groceries,Trader Joes Groceries,8481.77,Upi / Net Banking,Trader Store
2024-11-16,Food & Dining,Local Diner Dinner,1391.08,Upi / Net Banking,Local Store
2024-11-19,Groceries,Whole Foods Market,4838.07,Debit Card,Whole Store
2024-11-19,Groceries,Trader Joes Groceries,7601.14,Debit Card,Trader Store
2024-11-20,Food & Dining,Bakery Snacks,1164.49,Cash,Bakery Store
2024-11-20,Shopping,Amazon Electronics,2663.47,Credit Card,Amazon Store
2024-11-20,Food & Dining,Local Diner Dinner,3684.37,Debit Card,Local Store
2024-11-20,Groceries,Walmart Supercenter,8798.83,Debit Card,Walmart Store
2024-11-21,Food & Dining,Subway Lunch,1658.34,Upi / Net Banking,Subway Store
2024-11-21,Food & Dining,Bakery Snacks,3300.08,Cash,Bakery Store
2024-11-21,Transportation,Gas Station Refill,5369.27,Debit Card,Gas Store
2024-11-21,Groceries,Whole Foods Market,11747.82,Debit Card,Whole Store
2024-11-22,Shopping,Clothing Purchase,9501.01,Upi / Net Banking,Clothing Store
2024-11-22,Transportation,Gas Station Refill,3464.42,Credit Card,Gas Store
2024-11-23,Food & Dining,Subway Lunch,3032.82,Upi / Net Banking,Subway Store
2024-11-23,Groceries,Whole Foods Market,11311.24,Debit Card,Whole Store
2024-11-25,Groceries,Trader Joes Groceries,8290.87,Upi / Net Banking,Trader Store
2024-11-25,Shopping,Clothing Purchase,10960.98,Upi / Net Banking,Clothing Store
2024-11-27,Food & Dining,Bakery Snacks,2875.12,Upi / Net Banking,Bakery Store
2024-11-28,Healthcare,Vision Clinic Eyeglasses,3639.55,Credit Card,Vision Store
2024-11-29,Shopping,Clothing Purchase,8121.55,Upi / Net Banking,Clothing Store
2024-11-29,Transportation,City Parking Meter,2705.8,Debit Card,City Store
2024-11-29,Groceries,Trader Joes Groceries,4334.26,Credit Card,Trader Store
2024-11-30,Food & Dining,Local Diner Dinner,1578.66,Debit Card,Local Store
2024-12-01,Transportation,City Parking Meter,4336.75,Debit Card,City Store
2024-12-01,Housing & Rent,Monthly Apartment Rent,105705.48,Upi / Net Banking,Oakridge Apartments
2024-12-01,Food & Dining,Subway Lunch,745.34,Cash,Subway Store
2024-12-02,Food & Dining,Chipotle Bowl,2496.64,Debit Card,Chipotle Store
2024-12-02,Food & Dining,Subway Lunch,3330.79,Cash,Subway Store
2024-12-02,Groceries,Trader Joes Groceries,4660.45,Credit Card,Trader Store
2024-12-03,Transportation,Gas Station Refill,3468.57,Credit Card,Gas Store
2024-12-03,Food & Dining,Chipotle Bowl,943.71,Debit Card,Chipotle Store
2024-12-03,Shopping,Clothing Purchase,8282.57,Upi / Net Banking,Clothing Store
2024-12-04,Food & Dining,Bakery Snacks,2994.64,Credit Card,Bakery Store
2024-12-04,Food & Dining,Chipotle Bowl,2610.35,Debit Card,Chipotle Store
2024-12-05,Food & Dining,Bakery Snacks,3673.58,Credit Card,Bakery Store
2024-12-05,Food & Dining,Chipotle Bowl,1660.0,Upi / Net Banking,Chipotle Store
2024-12-05,Entertainment,Fiber Internet & Streaming Subscription,4888.7,Credit Card,NetSpeed Telecom
2024-12-07,Food & Dining,Starbucks Coffee,778.54,Debit Card,Starbucks Store
2024-12-07,Food & Dining,Chipotle Bowl,2094.09,Upi / Net Banking,Chipotle Store
2024-12-08,Shopping,Bookstore Purchase,8596.31,Debit Card,Bookstore Store
2024-12-08,Travel,Flight Ticket Deposit,17578.57,Upi / Net Banking,Flight Store
2024-12-08,Shopping,Home Depot Tools,2547.27,Debit Card,Home Store
2024-12-09,Travel,Flight Ticket Deposit,22975.23,Credit Card,Flight Store
2024-12-09,Food & Dining,Starbucks Coffee,1777.03,Upi / Net Banking,Starbucks Store
2024-12-09,Groceries,Target Groceries,6511.35,Credit Card,Target Store
2024-12-10,Food & Dining,Starbucks Coffee,3035.31,Cash,Starbucks Store
2024-12-10,Groceries,Walmart Supercenter,7542.21,Upi / Net Banking,Walmart Store
2024-12-10,Transportation,Gas Station Refill,3369.8,Credit Card,Gas Store
2024-12-11,Food & Dining,Subway Lunch,2013.58,Upi / Net Banking,Subway Store
2024-12-11,Food & Dining,Chipotle Bowl,3149.85,Cash,Chipotle Store
2024-12-12,Shopping,Home Depot Tools,12275.7,Upi / Net Banking,Home Store
2024-12-13,Transportation,Metro Monthly Pass,1666.64,Credit Card,Metro Store
2024-12-13,Food & Dining,Starbucks Coffee,1640.91,Credit Card,Starbucks Store
2024-12-13,Food & Dining,Starbucks Coffee,1815.21,Credit Card,Starbucks Store
2024-12-13,Shopping,Bookstore Purchase,4186.52,Credit Card,Bookstore Store
2024-12-14,Food & Dining,Starbucks Coffee,2358.03,Upi / Net Banking,Starbucks Store
2024-12-14,Groceries,Whole Foods Market,12488.18,Debit Card,Whole Store
2024-12-14,Groceries,Target Groceries,6322.94,Debit Card,Target Store
2024-12-15,Groceries,Walmart Supercenter,11354.4,Credit Card,Walmart Store
2024-12-15,Healthcare,Dental Checkup,1347.09,Debit Card,Dental Store
2024-12-15,Food & Dining,Chipotle Bowl,2621.14,Cash,Chipotle Store
2024-12-15,Utilities,Electric & Water Utility Bill,12229.22,Credit Card,City Power & Water
2024-12-17,Food & Dining,Chipotle Bowl,2245.98,Cash,Chipotle Store
2024-12-17,Food & Dining,Local Diner Dinner,3552.4,Cash,Local Store
2024-12-19,Groceries,Target Groceries,9949.21,Upi / Net Banking,Target Store
2024-12-20,Food & Dining,Local Diner Dinner,3656.98,Cash,Local Store
2024-12-20,Food & Dining,Subway Lunch,3326.64,Credit Card,Subway Store
2024-12-20,Shopping,Bookstore Purchase,8835.35,Debit Card,Bookstore Store
2024-12-21,Food & Dining,Bakery Snacks,2299.93,Credit Card,Bakery Store
2024-12-21,Food & Dining,Local Diner Dinner,3090.09,Credit Card,Local Store
2024-12-21,Transportation,Gas Station Refill,3772.35,Debit Card,Gas Store
2024-12-21,Groceries,Whole Foods Market,11027.38,Upi / Net Banking,Whole Store
2024-12-22,Food & Dining,Starbucks Coffee,2410.32,Upi / Net Banking,Starbucks Store
2024-12-24,Transportation,City Parking Meter,2343.09,Cash,City Store
2024-12-24,Food & Dining,Local Diner Dinner,2929.07,Debit Card,Local Store
2024-12-24,Groceries,Whole Foods Market,9194.74,Debit Card,Whole Store
2024-12-24,Transportation,Uber Ride,5176.71,Credit Card,Uber Store
2024-12-25,Transportation,City Parking Meter,3371.46,Credit Card,City Store
2024-12-25,Healthcare,Vision Clinic Eyeglasses,6318.79,Debit Card,Vision Store
2024-12-25,Transportation,Uber Ride,5289.59,Upi / Net Banking,Uber Store
2024-12-25,Food & Dining,Local Diner Dinner,1725.57,Upi / Net Banking,Local Store
2024-12-26,Groceries,Trader Joes Groceries,6955.4,Debit Card,Trader Store
2024-12-27,Groceries,Whole Foods Market,13960.6,Upi / Net Banking,Whole Store
2024-12-28,Travel,Flight Ticket Deposit,11554.43,Upi / Net Banking,Flight Store
2024-12-28,Groceries,Walmart Supercenter,11009.95,Debit Card,Walmart Store
2024-12-29,Food & Dining,Starbucks Coffee,2317.36,Debit Card,Starbucks Store
2024-12-29,Shopping,Bookstore Purchase,5048.89,Debit Card,Bookstore Store
2024-12-29,Groceries,Whole Foods Market,8961.51,Credit Card,Whole Store
2024-12-30,Food & Dining,Local Diner Dinner,1884.1,Credit Card,Local Store
2024-12-30,Groceries,Whole Foods Market,7269.97,Debit Card,Whole Store
2024-12-31,Food & Dining,Subway Lunch,2155.51,Upi / Net Banking,Subway Store
2024-12-31,Shopping,Clothing Purchase,10905.37,Credit Card,Clothing Store
2024-12-31,Food & Dining,Subway Lunch,1918.96,Upi / Net Banking,Subway Store
2024-01-21,Groceries,Whole Foods Market,7782.08,Upi / Net Banking,Whole Store
2024-03-27,Groceries,Trader Joes Groceries,5665.58,Debit Card,Trader Store
